Geneid,Chr,Start,End,Strand,Length,T:1.5h-28C-1,T:1.5h-28C-2,T:1.5h-28C-3,T:3h-28C-1,T:3h-28C-2,T:3h-28C-3,T:9h-28C-1,T:9h-28C-2,T:9h-28C-3,C:1,C:2,C:3
gene:Solyc01g006565.1,SL3.0ch01;SL3.0ch01;SL3.0ch01,1134913;1136262;1138743,1134915;1136530;1139192,-;-;-,722,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g006570.1,SL3.0ch01,1144914,1145087,-,174,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g006575.1,SL3.0ch01;SL3.0ch01,1174602;1175381,1174925;1175623,+;+,567,0,0,0,2,0,0,0,0,0,0,0,0
gene:Solyc01g006580.3,SL3.0ch01;SL3.0ch01;SL3.0ch01,1182697;1183810;1184561,1183055;1184140;1185045,-;-;-,1175,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g006590.2,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,1197287;1197412;1197694;1199531,1197393;1197672;1198935;1199684,-;-;-;-,1764,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g006600.2,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,1200874;1202061;1203676;1205045;1205413;1207083,1201982;1203572;1204587;1205223;1205772;1207284,-;-;-;-;-;-,4274,0,0,0,0,0,0,2,0,0,0,2,0
gene:Solyc01g006610.2,SL3.0ch01;SL3.0ch01;SL3.0ch01,1209394;1211032;1212080,1210032;1211362;1212551,-;-;-,1442,0,0,0,0,0,0,0,0,0,0,0,0
gene:Solyc01g006620.3,SL3.0ch01,1216795,1219101,-,2307,0,0,2,0,0,0,0,0,4,0,0,0
gene:Solyc01g006630.3,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,1222559;1223856;1224049;1224233;1224381;1224542;1225260;1225444;1226716;1227034;1227903;1229984,1223401;1223966;1224126;1224293;1224469;1224592;1225373;1225559;1226733;1227082;1228043;1230306,-;-;-;-;-;-;-;-;-;-;-;-,1994,46,53,41,60,28,70,40,47,82,60,41,41
gene:Solyc01g006640.1,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,1235322;1236230;1236923;1237568;1238117;1238392;1241444,1235538;1236432;1237370;1237927;1238295;1241352;1244035,+;+;+;+;+;+;+,6960,0,0,0,0,0,0,0,0,0,0,2,0
gene:Solyc01g006650.2,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,1244769;1246583;1248661;1251303;1251774;1252959;1253816,1245708;1248562;1248708;1251686;1251936;1253393;1254447,+;+;+;+;+;+;+,4582,295,266,326,330,335,424,336,320,372,407,389,266
gene:Solyc01g006660.2,SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01;SL3.0ch01,1250476;1251696;1252171;1252363;1252703;1252903;1253918;1254110;1255032,1251592;1251909;1252285;1252608;1252809;1253425;1254029;1254369;1255271,-;-;-;-;-;-;-;-;-,2934,41,36,26,37,25,37,44,41,18,50,48,33
